,Country,NetCode,NetID,Brand,Status.12,Status.24,Status.6,Status.18,Status.48,Status.30,Status.42,,
18413,Senegal,NFR.4.5.3N,NFR4_5_3,NetProtect,NA,NA,NA,Removed,NA,NA,NA,,
18414,Senegal,NFR.4.5.4P,NFR4_5_4,PermaNet 2.0,NA,NA,NA,Removed,NA,NA,NA,,
18415,Senegal,NFR.4.5.5D,NFR4_5_5,Dawaplus 2.0,NA,NA,NA,Removed,NA,NA,NA,,
6941,Senegal,NGB.1.1.1N,NGB1_1_1,NetProtect,NA,NA,NotLastNight,Removed,NA,NA,NA,,
6942,Senegal,NGB.1.1.2D,NGB1_1_2,Dawaplus 2.0,NA,NA,NotLastNight,Removed,NA,NA,NA,,
6943,Senegal,NGB.1.1.3P,NGB1_1_3,PermaNet 2.0,NA,LastNight,NA,NA,NA,NotLastNight,NA,,
17524,Senegal,NGB.10.1.1N,NGB10_1_1,NetProtect,Removed,NA,NotUse,NA,NA,NA,NA,,
17582,Senegal,NGB10.1.2D,NGB10_1_2,Dawaplus 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
6944,Senegal,NGB.10.1.2P,NGB10_1_2,PermaNet 2.0,NA,LastNight,NA,NA,NA,NotLastNight,NA,,
17525,Senegal,NGB.10.1.2D,NGB10_1_2,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
18416,Senegal,NGB.10.1.3P,NGB10_1_3,PermaNet 2.0,Removed,NA,Removed,NA,NA,NA,NA,,
18417,Senegal,NGB.10.1.4D,NGB10_1_4,Dawaplus 2.0,Removed,NA,Removed,NA,NA,NA,NA,,
17583,Senegal,NGB11.1.1P,NGB11_1_1,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
17526,Senegal,NGB.11.1.1P,NGB11_1_1,PermaNet 2.0,NotUse,NA,NA,NA,NA,NA,NA,,
6945,Senegal,NGB.11.1.1D,NGB11_1_1,Dawaplus 2.0,NA,NA,NA,NotLastNight,NA,NA,NA,,
17584,Senegal,NGB11.1.2N,NGB11_1_2,NetProtect,NA,NA,NA,NotUse,NA,NA,NA,,
17527,Senegal,NGB.11.1.2D,NGB11_1_2,Dawaplus 2.0,NotUse,NA,LastNight,LastNight,NA,NA,NA,,
17585,Senegal,NGB11.2.1D,NGB11_2_1,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
7011,Senegal,NGB11.3.1D,NGB11_3_1,Dawaplus 2.0,NA,NA,NA,NotLastNight,NA,NA,NA,,
17528,Senegal,NGB.11.3.1D,NGB11_3_1,Dawaplus 2.0,NA,NA,NA,NotUse,NA,NA,NA,,
6946,Senegal,NGB.12.1.1P,NGB12_1_1,PermaNet 2.0,NotUse,NotLastNight,LastNight,NA,NA,NotLastNight,NA,,
17530,Senegal,NGB.12.1.2P,NGB12_1_2,PermaNet 2.0,NA,NA,NA,LastNight,NA,NA,NA,,
17529,Senegal,NGB.12.1.2D,NGB12_1_2,Dawaplus 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
18418,Senegal,NGB.12.1.3D,NGB12_1_3,Dawaplus 2.0,NA,NA,Removed,NA,NA,NA,NA,,
17531,Senegal,NGB.12.2.1P,NGB12_2_1,PermaNet 2.0,NA,NA,NA,NA,NA,NotLastNight,NA,,
6947,Senegal,NGB.12.2.1D,NGB12_2_1,Dawaplus 2.0,NA,NotUse,NotLastNight,Attrited,NA,NA,NA,,
17586,Senegal,NGB12.2.2N,NGB12_2_2,NetProtect,NA,NA,NA,NA,NA,NA,NA,,
6948,Senegal,NGB.12.2.2N,NGB12_2_2,NetProtect,NotUse,NA,LastNight,Attrited,NA,NotLastNight,NA,,
17532,Senegal,NGB.12.3.1P,NGB12_3_1,PermaNet 2.0,Removed,NA,LastNight,NA,NA,NA,NA,,
17533,Senegal,NGB.12.3.2D,NGB12_3_2,Dawaplus 2.0,Removed,NotUse,LastNight,NA,NA,NotUse,NA,,
17587,Senegal,NGB12.4.2P,NGB12_4_2,PermaNet 2.0,NA,NA,NA,LastNight,NA,NA,NA,,
17534,Senegal,NGB.12.4.2P,NGB12_4_2,PermaNet 2.0,NotUse,NA,LastNight,NA,NA,NA,NA,,
6949,Senegal,NGB.12.4.4D,NGB12_4_4,Dawaplus 2.0,NA,NotLastNight,NA,NA,NA,NA,NA,,
6950,Senegal,NGB.12.5.1N,NGB12_5_1,NetProtect,NA,NA,NA,Removed,NA,NotLastNight,NA,,
6951,Senegal,NGB.12.5.2P,NGB12_5_2,PermaNet 2.0,NA,NA,NotUse,Removed,NA,NotLastNight,NA,,
18419,Senegal,NGB.12.6.1D,NGB12_6_1,Dawaplus 2.0,Removed,NA,NA,NA,NA,NA,NA,,
6952,Senegal,NGB.12.7.1D,NGB12_7_1,Dawaplus 2.0,NotUse,NA,NotUse,Attrited,NA,NotLastNight,NA,,
17588,Senegal,NGB12.7.2N,NGB12_7_2,NetProtect,NA,NotLastNight,NA,NA,NA,NA,NA,,
6953,Senegal,NGB.12.7.2N(Toitdéchir�,NGB12_7_2,NetProtect,NA,NotLastNight,NA,NA,NA,NA,NA,,
17535,Senegal,NGB.12.7.2N,NGB12_7_2,NetProtect,Removed,NA,NA,NotUse,NA,NA,NA,,
17589,Senegal,NGB12.7.3P,NGB12_7_3,PermaNet 2.0,NA,NA,NA,NA,NA,LastNight,NA,,
17536,Senegal,NGB.12.7.3P,NGB12_7_3,PermaNet 2.0,Removed,NotLastNight,NA,NotUse,NA,NA,NA,,
6954,Senegal,NGB.12.7.4D,NGB12_7_4,Dawaplus 2.0,NotUse,NA,NA,Attrited,NA,NotLastNight,NA,,
6955,Senegal,NGB.13.1.1P,NGB13_1_1,PermaNet 2.0,NA,NA,Removed,Attrited,NA,NA,NA,,
6957,Senegal,NGB.13.1.2P,NGB13_1_2,PermaNet 2.0,NA,NotLastNight,NA,NA,NA,NA,NA,,
6956,Senegal,NGB.13.1.2N,NGB13_1_2,NetProtect,NA,NA,Removed,NA,NA,NA,NA,,
18592,Senegal,NGB.13.1.3D,NGB13_1_3,Dawaplus 2.0,NA,NA,NA,Attrited,NA,NA,NA,,
6958,Senegal,NGB.14.1.1P,NGB14_1_1,PermaNet 2.0,LastNight,NotLastNight,NotLastNight,NA,NA,NA,NA,,
6959,Senegal,NGB.14.1.2D,NGB14_1_2,Dawaplus 2.0,NotLastNight,NotLastNight,NotUse,LastNight,NA,NA,NA,,
6961,Senegal,NGB.14.2.1N,NGB14_2_1,NetProtect,LastNight,NotLastNight,LastNight,LastNight,NA,NotLastNight,NA,,
6960,Senegal,NGB.14.2.1D,NGB14_2_1,Dawaplus 2.0,NA,NA,NA,NA,NA,NA,NA,,
17590,Senegal,NGB15.1.2D,NGB15_1_2,Dawaplus 2.0,NA,NA,NA,NA,NA,LastNight,NA,,
17537,Senegal,NGB.16.1.1N,NGB16_1_1,NetProtect,NA,NotUse,NA,NotUse,NA,NA,NA,,
17538,Senegal,NGB.17.1.1P,NGB17_1_1,PermaNet 2.0,LastNight,NA,LastNight,Attrited,NA,NA,NA,,
13502,Senegal,NGB17.1.2D,NGB17_1_2,Dawaplus 2.0,NA,NA,NA,NA,NA,LastNight,NA,,
17539,Senegal,NGB.17.1.2D,NGB17_1_2,Dawaplus 2.0,NA,NotUse,LastNight,Attrited,NA,NA,NA,,
17540,Senegal,NGB.17.1.3N,NGB17_1_3,NetProtect,NA,NA,NotUse,Attrited,NA,NA,NA,,
6962,Senegal,NGB.18.1.1N,NGB18_1_1,NetProtect,NA,NA,NotLastNight,Attrited,NA,NotLastNight,NA,,
6963,Senegal,NGB.18.1.2P,NGB18_1_2,PermaNet 2.0,NA,NA,LastNight,LastNight,NA,NotLastNight,NA,,
17591,Senegal,NGB19.1.1P,NGB19_1_1,PermaNet 2.0,NA,NA,NA,NA,NA,NotUse,NA,,
13500,Senegal,NGB.19.1.1P,NGB19_1_1,PermaNet 2.0,NotLastNight,LastNight,NotLastNight,NotUse,NA,NA,NA,,
6964,Senegal,NGB.19.1.2D,NGB19_1_2,Dawaplus 2.0,NA,NotLastNight,NotLastNight,NA,NA,NotLastNight,NA,,
6965,Senegal,NGB.19.1.3N,NGB19_1_3,NetProtect,LastNight,NotLastNight,NotLastNight,Attrited,NA,NotUse,NA,,
6966,Senegal,NGB.19.1.4P,NGB19_1_4,PermaNet 2.0,NA,NotLastNight,NotLastNight,LastNight,NA,NotUse,NA,,
18593,Senegal,NGB.2.1.1N,NGB2_1_1,NetProtect,Attrited,NA,NA,NA,NA,NA,NA,,
17541,Senegal,NGB.2.1.1D,NGB2_1_1,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
6967,Senegal,NGB.2.1.2P,NGB2_1_2,PermaNet 2.0,NotLastNight,NotLastNight,NotLastNight,LastNight,NA,NA,NA,,
17592,Senegal,NGB2.1.3D,NGB2_1_3,Dawaplus 2.0,NA,NA,NA,NA,NA,NA,NA,,
6968,Senegal,NGB.2.1.3D,NGB2_1_3,Dawaplus 2.0,NotLastNight,LastNight,NA,LastNight,NA,NA,NA,,
6969,Senegal,NGB.2.1.4N,NGB2_1_4,NetProtect,NotLastNight,NotLastNight,NotUse,NA,NA,NA,NA,,
13503,Senegal,NGB2.1.5P,NGB2_1_5,PermaNet 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
17542,Senegal,NGB.2.1.5P,NGB2_1_5,PermaNet 2.0,NotLastNight,NA,NotLastNight,LastNight,NA,NA,NA,,
6970,Senegal,NGB.20.1.1N,NGB20_1_1,NetProtect,LastNight,LastNight,LastNight,NA,NA,NotLastNight,NA,,
6971,Senegal,NGB.20.1.2P,NGB20_1_2,PermaNet 2.0,NA,LastNight,NotLastNight,LastNight,NA,NA,NA,,
17543,Senegal,NGB.20.2.1P,NGB20_2_1,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
18420,Senegal,NGB.21.1.1N,NGB21_1_1,NetProtect,Removed,NA,Removed,NA,NA,NA,NA,,
6972,Senegal,NGB.21.1.2P,NGB21_1_2,PermaNet 2.0,LastNight,NA,LastNight,Attrited,NA,NA,NA,,
17544,Senegal,NGB.22.1.1P,NGB22_1_1,PermaNet 2.0,NA,LastNight,LastNight,NotUse,NA,NA,NA,,
13501,Senegal,NGB.22.1.1N,NGB22_1_1,NetProtect,LastNight,NA,NA,NA,NA,NA,NA,,
17593,Senegal,NGB22.2.1P,NGB22_2_1,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
6973,Senegal,NGB.22.2.2D,NGB22_2_2,Dawaplus 2.0,LastNight,NotUse,LastNight,Attrited,NA,NotLastNight,NA,,
6974,Senegal,NGB.23.1.1P,NGB23_1_1,PermaNet 2.0,NotLastNight,NotUse,NotLastNight,LastNight,NA,Attrited,NA,,
17545,Senegal,NGB.23.1.2D,NGB23_1_2,Dawaplus 2.0,LastNight,NA,LastNight,LastNight,NA,NA,NA,,
17594,Senegal,NGB23.1.3P,NGB23_1_3,PermaNet 2.0,NA,NA,NA,NA,NA,NA,NA,,
6975,Senegal,NGB.23.1.3P,NGB23_1_3,PermaNet 2.0,LastNight,NA,NotLastNight,LastNight,NA,NA,NA,,
6977,Senegal,NGB.23.1.4F,NGB23_1_4,Dawaplus 2.0,NA,NA,NA,NA,NA,NA,NA,,
6976,Senegal,NGB.23.1.4D,NGB23_1_4,Dawaplus 2.0,LastNight,NotLastNight,LastNight,Attrited,NA,NA,NA,,
6978,Senegal,NGB.23.2.1N,NGB23_2_1,NetProtect,LastNight,LastNight,LastNight,NA,NA,NA,NA,,
17546,Senegal,NGB.23.2.3P,NGB23_2_3,PermaNet 2.0,NA,NotUse,NA,NA,NA,NA,NA,,
17547,Senegal,NGB.23.3.1P,NGB23_3_1,PermaNet 2.0,LastNight,NotUse,NotLastNight,LastNight,NA,LastNight,NA,,
6979,Senegal,NGB.23.3.2D,NGB23_3_2,Dawaplus 2.0,LastNight,NA,NotLastNight,Attrited,NA,NA,NA,,
18726,Senegal,NGB.23.3.3P,NGB23_3_3,PermaNet 2.0,NA,NA,NA,NA,NA,Removed,NA,,
6980,Senegal,NGB.23.4.1D,NGB23_4_1,Dawaplus 2.0,Removed,NA,NotLastNight,NA,NA,NA,NA,,
6981,Senegal,NGB.23.4.2N,NGB23_4_2,NetProtect,Removed,NA,NotLastNight,NA,NA,NA,NA,,
17595,Senegal,NGB24.1.1D,NGB24_1_1,Dawaplus 2.0,NA,NA,NA,NotLastNight,NA,NA,NA,,
17549,Senegal,NGB.24.1.1P,NGB24_1_1,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
17548,Senegal,NGB.24.1.1D,NGB24_1_1,Dawaplus 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
6982,Senegal,NGB.24.1.2N,NGB24_1_2,NetProtect,NotLastNight,NotLastNight,LastNight,NotUse,NA,NA,NA,,
17550,Senegal,NGB.24.1.3P,NGB24_1_3,PermaNet 2.0,LastNight,NotUse,LastNight,LastNight,NA,LastNight,NA,,
17596,Senegal,NGB24.1.4N,NGB24_1_4,NetProtect,NA,NA,NA,NA,NA,NotUse,NA,,
17551,Senegal,NGB.24.1.4N,NGB24_1_4,NetProtect,LastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
17552,Senegal,NGB.24.1.5D,NGB24_1_5,Dawaplus 2.0,Attrited,NA,LastNight,NA,NA,NA,NA,,
17553,Senegal,NGB.24.2.1P,NGB24_2_1,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
6983,Senegal,NGB.24.2.1N,NGB24_2_1,NetProtect,NA,NA,NA,NotUse,NA,NotLastNight,NA,,
18727,Senegal,NGB.24.3.2D,NGB24_3_2,Dawaplus 2.0,NA,NA,NA,NA,NA,Removed,NA,,
17597,Senegal,NGB26.1.1N,NGB26_1_1,NetProtect,NA,LastNight,NA,NA,NA,NA,NA,,
17557,Senegal,NGB.26.1.1N,NGB26_1_1,NetProtect,Removed,NA,NotUse,LastNight,NA,NA,NA,,
17554,Senegal,NGB.26.1.10N,NGB26_1_10,NetProtect,LastNight,NA,NotUse,NA,NA,NA,NA,,
17555,Senegal,NGB.26.1.11P,NGB26_1_11,PermaNet 2.0,NotUse,NA,NotUse,LastNight,NA,NA,NA,,
17556,Senegal,NGB.26.1.12D,NGB26_1_12,Dawaplus 2.0,Removed,NA,NotLastNight,NA,NA,NA,NA,,
17598,Senegal,NGB26.1.2P,NGB26_1_2,PermaNet 2.0,NotLastNight,NA,NA,NA,NA,NA,NA,,
6984,Senegal,NGB.26.1.2P,NGB26_1_2,PermaNet 2.0,NA,LastNight,NotLastNight,NA,NA,NA,NA,,
17599,Senegal,NGB26.1.3D,NGB26_1_3,Dawaplus 2.0,NA,NotUse,NA,NA,NA,NA,NA,,
17558,Senegal,NGB.26.1.3D,NGB26_1_3,Dawaplus 2.0,Removed,NA,NotLastNight,NotUse,NA,NA,NA,,
17560,Senegal,NGB.26.1.4N,NGB26_1_4,NetProtect,LastNight,NA,NotUse,LastNight,NA,NA,NA,,
17559,Senegal,NGB.26.1.4D,NGB26_1_4,Dawaplus 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
6985,Senegal,NGB.26.1.5P,NGB26_1_5,PermaNet 2.0,Removed,NA,NotLastNight,NA,NA,NA,NA,,
17562,Senegal,NGB.26.1.6P,NGB26_1_6,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
17561,Senegal,NGB.26.1.6D,NGB26_1_6,Dawaplus 2.0,LastNight,NA,NA,Attrited,NA,NA,NA,,
17563,Senegal,NGB.26.1.7D,NGB26_1_7,Dawaplus 2.0,NA,NA,NotUse,LastNight,NA,NA,NA,,
17600,Senegal,NGB26.1.8N,NGB26_1_8,NetProtect,LastNight,NA,NA,NA,NA,NA,NA,,
17564,Senegal,NGB.26.1.8P,NGB26_1_8,PermaNet 2.0,NotLastNight,NA,Attrited,Attrited,NA,NA,NA,,
17565,Senegal,NGB.26.1.9P,NGB26_1_9,PermaNet 2.0,NA,NA,NotLastNight,NA,NA,NA,NA,,
18421,Senegal,NGB.26.1.9D,NGB26_1_9,Dawaplus 2.0,Removed,NA,NA,NA,NA,NA,NA,,
6986,Senegal,NGB.27.1.1N,NGB27_1_1,NetProtect,LastNight,NotLastNight,NotLastNight,Attrited,NA,NA,NA,,
17566,Senegal,NGB.27.1.2P,NGB27_1_2,PermaNet 2.0,LastNight,NA,LastNight,Attrited,NA,NA,NA,,
6987,Senegal,NGB.27.1.3D,NGB27_1_3,Dawaplus 2.0,NotLastNight,NA,NotLastNight,NA,NA,NA,NA,,
17567,Senegal,NGB.27.1.4N,NGB27_1_4,NetProtect,LastNight,NotUse,NotUse,LastNight,NA,NA,NA,,
6988,Senegal,NGB.27.1.5P,NGB27_1_5,PermaNet 2.0,NotLastNight,NA,LastNight,NA,NA,NA,NA,,
6989,Senegal,NGB.27.1.6D,NGB27_1_6,Dawaplus 2.0,NotLastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
17601,Senegal,NGB3.1.1N,NGB3_1_1,NetProtect,NA,NA,NA,NA,NA,NotUse,NA,,
17568,Senegal,NGB.3.1.1N,NGB3_1_1,NetProtect,NotLastNight,NotLastNight,NotLastNight,NotUse,NA,NA,NA,,
6990,Senegal,NGB.3.1.2P,NGB3_1_2,PermaNet 2.0,LastNight,NotLastNight,NotUse,NotUse,NA,NotLastNight,NA,,
17569,Senegal,NGB.3.1.3D,NGB3_1_3,Dawaplus 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
18422,Senegal,NGB.3.4.2P,NGB3_4_2,PermaNet 2.0,NA,NA,NA,NA,NA,Removed,NA,,
6991,Senegal,NGB.4.1.1P,NGB4_1_1,PermaNet 2.0,NotLastNight,NA,NA,LastNight,NA,NotLastNight,NA,,
6992,Senegal,NGB.4.1.2D,NGB4_1_2,Dawaplus 2.0,LastNight,NA,NotLastNight,NotUse,NA,LastNight,NA,,
6993,Senegal,NGB.4.1.3N,NGB4_1_3,NetProtect,LastNight,NA,NotLastNight,Removed,NA,NA,NA,,
6994,Senegal,NGB.4.1.4P,NGB4_1_4,PermaNet 2.0,NotLastNight,NA,NotLastNight,Removed,NA,NA,NA,,
6995,Senegal,NGB.4.1.5D,NGB4_1_5,Dawaplus 2.0,NA,NA,NotLastNight,LastNight,NA,Removed,NA,,
6996,Senegal,NGB.4.1.6N,NGB4_1_6,NetProtect,NA,NA,NotLastNight,Removed,NA,NA,NA,,
17570,Senegal,NGB.4.4.1P,NGB4_4_1,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
17571,Senegal,NGB.5.1.1P,NGB5_1_1,PermaNet 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
6997,Senegal,NGB.5.1.1N,NGB5_1_1,NetProtect,NA,NA,NotLastNight,LastNight,NA,NotLastNight,NA,,
6998,Senegal,NGB.5.1.2P,NGB5_1_2,PermaNet 2.0,NotLastNight,LastNight,NotUse,NotLastNight,NA,NotLastNight,NA,,
13504,Senegal,NGB5.1.3D,NGB5_1_3,Dawaplus 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
17572,Senegal,NGB.5.1.3D,NGB5_1_3,Dawaplus 2.0,NA,NA,NotUse,LastNight,NA,NA,NA,,
6999,Senegal,NGB.5.1.4N,NGB5_1_4,NetProtect,NotUse,LastNight,NotUse,NA,NA,NotLastNight,NA,,
7000,Senegal,NGB.5.1.5P,NGB5_1_5,PermaNet 2.0,NotUse,LastNight,NotUse,LastNight,NA,NotLastNight,NA,,
7001,Senegal,NGB.6.1.1D,NGB6_1_1,Dawaplus 2.0,NA,NotLastNight,NotUse,LastNight,NA,NA,NA,,
7002,Senegal,NGB.6.1.2N,NGB6_1_2,NetProtect,NA,NotLastNight,NotUse,LastNight,NA,NotLastNight,NA,,
7003,Senegal,NGB.7.1.1P,NGB7_1_1,PermaNet 2.0,NA,NA,NotLastNight,Attrited,NA,NA,NA,,
7005,Senegal,NGB.7.1.2P,NGB7_1_2,PermaNet 2.0,NA,NA,NA,NA,NA,NA,NA,,
7004,Senegal,NGB.7.1.2D,NGB7_1_2,Dawaplus 2.0,NA,NA,NotLastNight,Attrited,NA,NA,NA,,
7006,Senegal,NGB.7.1.3N,NGB7_1_3,NetProtect,NA,NA,NotLastNight,Attrited,NA,NA,NA,,
7007,Senegal,NGB.7.1.4P,NGB7_1_4,PermaNet 2.0,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
17573,Senegal,NGB.7.1.4D,NGB7_1_4,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NotLastNight,NA,,
17574,Senegal,NGB.7.4.4D,NGB7_4_4,Dawaplus 2.0,NA,NA,NA,NA,NA,NA,NA,,
17602,Senegal,NGB8.1.1P,NGB8_1_1,PermaNet 2.0,NA,NA,NA,LastNight,NA,NA,NA,,
17576,Senegal,NGB.8.1.1P,NGB8_1_1,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
17575,Senegal,NGB.8.1.1D,NGB8_1_1,Dawaplus 2.0,NA,NA,NotUse,NA,NA,NA,NA,,
17577,Senegal,NGB.8.1.2P,NGB8_1_2,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
7008,Senegal,NGB.8.1.2D,NGB8_1_2,Dawaplus 2.0,LastNight,NotLastNight,NA,LastNight,NA,NotLastNight,NA,,
17578,Senegal,NGB.9.1.1D,NGB9_1_1,Dawaplus 2.0,Removed,NA,NotUse,NA,NA,NA,NA,,
17579,Senegal,NGB.9.1.2N,NGB9_1_2,NetProtect,Removed,NA,NotUse,NA,NA,NA,NA,,
17580,Senegal,NGB.9.1.3P,NGB9_1_3,PermaNet 2.0,LastNight,LastNight,NotUse,LastNight,NA,LastNight,NA,,
17581,Senegal,NGB.9.1.4D,NGB9_1_4,Dawaplus 2.0,Removed,NA,NotUse,NA,NA,NA,NA,,
17603,Senegal,NGB9.1.5N,NGB9_1_5,NetProtect,NA,NA,NotUse,NA,NA,NA,NA,,
7009,Senegal,NGB.9.1.5,NGB9_1_5,NetProtect,NA,NA,NotLastNight,NA,NA,NA,NA,,
17604,Senegal,NGB9.1.6P,NGB9_1_6,PermaNet 2.0,LastNight,NA,NA,NA,NA,NA,NA,,
7010,Senegal,NGB.9.1.6P,NGB9_1_6,PermaNet 2.0,NA,NA,NotUse,Removed,NA,NotLastNight,NA,,
7012,Senegal,NGM.10.1.1D,NGM10_1_1,Dawaplus 2.0,LastNight,NotLastNight,LastNight,NA,NA,NotLastNight,NA,,
7013,Senegal,NGM.10.1.2N,NGM10_1_2,NetProtect,NotUse,LastNight,LastNight,NotLastNight,NA,NotLastNight,NA,,
14634,Senegal,NGM.10.1.3P,NGM10_1_3,PermaNet 2.0,NotLastNight,LastNight,LastNight,LastNight,NA,NA,NA,,
7014,Senegal,NGM.10.1.4D,NGM10_1_4,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotLastNight,NA,,
17652,Senegal,NGM10.1.5N,NGM10_1_5,NetProtect,NA,NA,NA,NA,NA,NA,NA,,
17605,Senegal,NGM.10.1.5N,NGM10_1_5,NetProtect,NotLastNight,LastNight,LastNight,NotLastNight,NA,NotUse,NA,,
13505,Senegal,NGM.10.1.6P,NGM10_1_6,PermaNet 2.0,NotUse,LastNight,LastNight,NotLastNight,NA,NotUse,NA,,
7015,Senegal,NGM.10.1.7D,NGM10_1_7,Dawaplus 2.0,LastNight,LastNight,LastNight,NotLastNight,NA,NA,NA,,
7016,Senegal,NGM.10.1.8N,NGM10_1_8,NetProtect,NotUse,LastNight,LastNight,NotLastNight,NA,NotLastNight,NA,,
7073,Senegal,NGM10.1.9P,NGM10_1_9,PermaNet 2.0,NA,NA,NA,NA,NA,NotLastNight,NA,,
13506,Senegal,NGM.10.1.9P,NGM10_1_9,PermaNet 2.0,LastNight,NotUse,LastNight,NotLastNight,NA,NA,NA,,
7017,Senegal,NGM.11.1.1N,NGM11_1_1,NetProtect,LastNight,NA,LastNight,LastNight,NA,NotLastNight,NA,,
7018,Senegal,NGM.11.1.2P,NGM11_1_2,PermaNet 2.0,NotUse,NA,NotUse,NA,NA,NotLastNight,NA,,
17606,Senegal,NGM.11.1.3D,NGM11_1_3,Dawaplus 2.0,Removed,NA,LastNight,NA,NA,NA,NA,,
7019,Senegal,NGM.11.1.4N,NGM11_1_4,NetProtect,LastNight,NA,LastNight,LastNight,NA,LastNight,NA,,
7020,Senegal,NGM.11.1.5P,NGM11_1_5,PermaNet 2.0,NotUse,NA,NotLastNight,NA,NA,NotLastNight,NA,,
7021,Senegal,NGM.11.1.6D,NGM11_1_6,Dawaplus 2.0,Removed,NA,NotLastNight,NA,NA,NA,NA,,
14635,Senegal,NGM.11.1.7P,NGM11_1_7,PermaNet 2.0,NA,NA,NA,NA,NA,NotLastNight,NA,,
17607,Senegal,NGM.11.1.7N,NGM11_1_7,NetProtect,LastNight,NA,LastNight,NA,NA,NA,NA,,
7022,Senegal,NGM.13.1.1P,NGM13_1_1,PermaNet 2.0,Removed,NA,NotLastNight,NA,NA,NA,NA,,
7023,Senegal,NGM.13.1.2D,NGM13_1_2,Dawaplus 2.0,LastNight,LastNight,LastNight,LastNight,NA,NotUse,NA,,
7024,Senegal,NGM.13.1.3N,NGM13_1_3,NetProtect,LastNight,NotUse,LastNight,NotUse,NA,Attrited,NA,,
13521,Senegal,NGM13.2.1D,NGM13_2_1,Dawaplus 2.0,NA,NA,NA,NA,NA,NotLastNight,NA,,
17609,Senegal,NGM.13.2.1P,NGM13_2_1,PermaNet 2.0,LastNight,NA,NA,LastNight,NA,NA,NA,,
17608,Senegal,NGM.13.2.1D,NGM13_2_1,Dawaplus 2.0,NA,NotUse,LastNight,NA,NA,NA,NA,,
7074,Senegal,NGM13.2.2P,NGM13_2_2,PermaNet 2.0,NA,NA,NA,NotLastNight,NA,NA,NA,,
17611,Senegal,NGM.13.2.2P,NGM13_2_2,PermaNet 2.0,NA,NA,LastNight,NA,NA,NA,NA,,
17610,Senegal,NGM.13.2.2D,NGM13_2_2,Dawaplus 2.0,LastNight,NA,NA,Removed,NA,NA,NA,,
7025,Senegal,NGM.13.2.3N,NGM13_2_3,NetProtect,Removed,NA,NotLastNight,NA,NA,NA,NA,,
17612,Senegal,NGM.13.9.1D,NGM13_9_1,Dawaplus 2.0,NA,LastNight,NA,NA,NA,NA,NA,,
17653,Senegal,NGM14.1.1N,NGM14_1_1,NetProtect,NA,NA,NA,NA,NA,NotLastNight,NA,,
17613,Senegal,NGM.14.1.1N,NGM14_1_1,NetProtect,NotLastNight,NA,NotUse,LastNight,NA,NA,NA,,
7026,Senegal,NGM.14.1.2P,NGM14_1_2,PermaNet 2.0,NotLastNight,NotUse,LastNight,NA,NA,NotLastNight,NA,,
17654,Senegal,NGM14.1.3D,NGM14_1_3,Dawaplus 2.0,NA,NA,NA,LastNight,NA,NA,NA,,
7027,Senegal,NGM.14.1.3D,NGM14_1_3,Dawaplus 2.0,NotLastNight,NA,NotUse,NA,NA,NA,NA,,
17655,Senegal,NGM14.1.4N,NGM14_1_4,NetProtect,NA,NA,NA,LastNight,NA,NA,NA,,
17614,Senegal,NGM.14.1.4N,NGM14_1_4,NetProtect,LastNight,NA,NotUse,NA,NA,NA,NA,,
13507,Senegal,NGM.14.4.3N,NGM14_4_3,NetProtect,NA,NA,NA,NA,NA,NA,NA,,
7028,Senegal,NGM.15.1.1P,NGM15_1_1,PermaNet 2.0,LastNight,NA,NotLastNight,NotLastNight,NA,NA,NA,,
17615,Senegal,NGM.15.1.2D,NGM15_1_2,Dawaplus 2.0,LastNight,NotUse,LastNight,NotLastNight,NA,Removed,NA,,
